transaction_id,date,product_id,store_id,customer_id,quantity,discount,returned
T0000222,2020-11-26,P042994,S002,C022674,2,0.1,0
T0000226,2020-01-02,P011862,S005,C008190,1,0.0,0
T0000230,2020-02-09,P037959,S005,C022619,1,0.0,0
T0000231,2020-08-17,P048205,S004,C021075,2,0.0,0
T0000238,2020-04-28,P012969,S004,C012828,3,0.0,0
T0000242,2020-06-10,P037360,S004,C011882,2,0.0,0
T0000243,2020-06-24,P043662,S003,C000804,1,0.3,0
T0000247,2020-05-21,P046582,S005,C011447,2,0.1,0
T0000251,2020-09-14,P013624,S004,C019069,4,0.0,0
T0000252,2020-09-19,P027950,S001,C009287,4,0.0,0
T0000256,2020-12-04,P014761,S004,C024911,2,0.1,0
T0000277,2020-09-04,P028594,S005,C024768,4,0.0,0
T0000280,2020-05-11,P015782,S004,C020651,4,0.1,1
T0000282,2020-02-13,P046094,S002,C016423,1,0.0,0
T0000288,2020-01-15,P012442,S001,C021910,2,0.0,0
T0000289,2020-05-25,P044502,S002,C003400,1,0.0,0
T0000292,2020-04-30,P017069,S004,C015911,2,0.1,0
T0000294,2020-05-18,P001003,S004,C009736,1,0.0,0
T0000295,2020-03-05,P024604,S004,C000261,3,0.0,0
T0000298,2020-05-25,P020438,S001,C021888,2,0.0,1
T0000306,2020-09-27,P004496,S004,C004592,4,0.0,1
T0000318,2020-07-12,P046631,S004,C012116,2,0.0,0
T0000319,2020-07-17,P049849,S003,C007240,3,0.0,0
T0000328,2020-04-20,P049262,S005,C003425,3,0.0,0
T0000332,2020-07-20,P003792,S002,C015780,4,0.0,0
T0000333,2020-05-04,P041929,S004,C007886,2,0.1,1
T0000339,2020-08-11,P024464,S005,C001445,2,0.0,0
T0000345,2020-10-14,P001653,S005,C022302,2,0.2,0
T0000352,2020-06-03,P001923,S004,C002062,2,0.1,0
T0000358,2020-07-19,P032254,S004,C024769,3,0.0,0
T0000359,2020-04-13,P004584,S003,C016012,3,0.2,0
T0000363,2020-01-31,P026028,S005,C007526,1,0.0,0
T0000364,2020-07-10,P049627,S005,C001601,2,0.3,0
T0000368,2020-12-06,P043345,S004,C002480,1,0.2,1
T0000375,2020-04-30,P008584,S003,C015014,2,0.1,0
T0000376,2020-12-03,P042238,S002,C019521,4,0.0,0
T0000378,2020-01-05,P027648,S001,C016827,4,0.1,0
T0000393,2020-11-13,P012720,S003,C008868,1,,1
T0000397,2020-04-29,P044903,S001,C004345,4,0.0,0
T0000401,2020-05-04,P040562,S005,C016436,4,0.0,0
T0000404,2020-04-27,P008370,S003,C003869,3,0.0,0
T0000405,2020-04-12,P002922,S004,C023365,3,0.0,0
T0000411,2020-11-18,P028012,S005,C007774,2,0.0,0
T0000412,2020-04-26,P000988,S005,C021868,4,0.0,0
T0000414,2020-06-13,P041402,S004,C018196,1,0.0,1
T0000417,2020-05-20,P021430,S004,C005661,1,0.0,0
T0000419,2020-05-19,P026771,S002,C012585,4,0.0,0
T0000424,2020-09-02,P006918,S005,C000805,4,,0
T0000430,2020-03-22,P027816,S004,C020530,4,0.3,0
T0000432,2020-06-16,P037512,S005,C014587,2,,0
T0000447,2020-09-25,P024366,S004,C023987,2,0.0,0
T0000454,2020-05-28,P037385,S001,C022060,2,,1
T0000455,2020-01-20,P041145,S003,C021453,4,0.0,0
T0000459,2020-07-23,P029592,S005,C018812,2,0.3,0
T0000460,2020-05-30,P037263,S005,C014154,3,0.2,0
T0000465,2020-09-28,P048988,S001,C012909,3,0.0,0
T0000468,2020-05-20,P026574,S002,C002917,3,0.0,0
T0000473,2020-11-19,P040246,S003,C002497,3,0.1,0
T0000483,2020-01-17,P005348,S002,C017018,3,0.0,0
T0000489,2020-07-31,P016551,S002,C010919,4,0.0,0
T0000491,2020-10-02,P008708,S001,C021085,2,0.1,0
T0000493,2020-08-24,P038693,S001,,3,0.1,0
T0000495,2020-08-07,P011867,S002,C003116,2,0.1,0
T0000498,2020-11-14,P047508,S001,C014251,4,0.0,0
T0000514,2020-04-14,P047084,S005,C021590,2,0.3,0
T0000515,2020-07-08,P013377,S001,C016894,4,0.0,0
T0000520,2020-03-31,P046110,S004,C008167,1,0.3,0
T0000521,2020-01-08,P019186,S001,,4,0.3,0
T0000524,2020-09-24,P013723,S001,C005912,2,0.0,0
T0000527,2020-11-26,P031273,S004,C000333,1,0.2,0
T0000534,2020-01-20,P039469,S004,C016690,4,0.0,0
T0000535,2020-08-17,P014511,S002,C017742,3,0.0,0
T0000536,2020-06-03,P019490,S004,C024330,3,0.1,0
T0000539,2020-11-01,P001983,S003,C020575,3,0.2,0
T0000541,2020-03-14,P042243,S005,C009974,4,0.0,0
T0000546,2020-10-30,P018192,S004,C020449,2,0.0,0
T0000548,2020-09-18,P008334,S002,C015705,3,0.0,0
T0000549,2020-03-26,P022638,S004,C021098,1,0.1,0
T0000554,2020-03-22,P008608,S002,C016740,3,0.0,1
T0000560,2020-07-29,P002538,S005,C017949,2,0.3,0
T0000569,2020-11-12,P028670,S003,C002062,3,0.0,0
T0000572,2020-11-28,P024525,S002,C024969,2,0.0,0
T0000575,2020-12-28,P022972,S005,C002991,3,0.0,0
T0000578,2020-02-20,P023314,S001,C005421,2,0.0,0
T0000591,2020-11-22,P032704,S004,C007499,3,0.0,0
T0000594,2020-08-09,P033691,S003,,3,0.0,0
T0000597,2020-03-20,P049021,S004,C010390,3,0.2,0
T0000611,2020-02-18,P005756,S003,C007155,2,0.2,0
T0000618,2020-05-22,P040067,S003,C018202,2,0.0,1
T0000629,2020-02-26,P016990,S005,C005322,1,0.0,1
T0000630,2020-08-24,P022211,S001,C004832,4,0.0,0
T0000633,2020-12-31,P011631,S001,C023734,3,0.0,0
T0000636,2020-03-19,P003692,S005,C006999,2,,0
T0000637,2020-08-10,P009536,S003,C023310,2,0.0,0
T0000647,2020-08-24,P049526,S004,C022079,2,0.1,0
T0000652,2020-03-31,P034241,S002,C008281,4,0.0,0
T0000655,2020-01-04,P049986,S002,C022243,2,0.1,0
T0000667,2020-05-23,P005133,S001,C021642,4,0.1,0
T0000674,2020-09-12,P041912,S001,C021779,3,0.0,0
T0000686,2020-09-17,P042936,S002,C003452,1,0.1,0
T0000693,2020-12-22,P029060,S005,C006779,1,0.0,0
T0000700,2020-01-01,P004081,S003,C015637,4,0.0,0
T0000720,2020-12-13,P049407,S005,C011112,4,0.0,0
T0000722,2020-06-22,P041733,S001,C020586,2,0.1,0
T0000729,2020-07-10,P004629,S001,C012499,3,0.0,0
T0000738,2020-10-28,P030438,S003,C015195,4,0.0,0
T0000739,2020-02-20,P043416,S003,C007187,3,0.1,0
T0000740,2020-04-04,P000052,S003,,2,0.0,0
T0000746,2020-05-29,P036799,S003,C014647,1,0.0,0
T0000759,2020-10-29,P019632,S002,C019188,3,0.0,1
T0000762,2020-01-12,P039771,S005,C024095,1,0.1,0
T0000767,2020-08-06,P023342,S001,C015620,3,0.0,0
T0000771,2020-12-26,P048960,S005,C022646,4,0.0,0
T0000776,2020-04-12,P028869,S002,,4,0.0,1
T0000780,2020-09-05,P037606,S001,,4,0.0,0
T0000782,2020-09-30,P030970,S003,C005413,2,0.1,1
T0000802,2020-11-21,P004700,S003,C008650,2,0.0,0
T0000821,2020-06-07,P017082,S002,C001306,3,0.0,0
T0000829,2020-06-14,P020024,S003,C017617,2,0.0,0
T0000830,2020-10-10,P044589,S004,C011716,1,0.0,0
T0000831,2020-11-04,P022710,S004,C010910,2,,0
T0000835,2020-11-08,P031744,S002,C009166,2,0.0,0
T0000838,2020-05-11,P028658,S003,C019279,1,0.1,0
T0000845,2020-05-07,P029332,S005,C005004,2,0.0,0
T0000853,2020-02-10,P030237,S002,C001820,1,0.0,0
T0000860,2020-01-13,P032420,S005,C019719,3,0.1,0
T0000881,2020-02-29,P030749,S001,C023248,2,0.0,1
T0000889,2020-12-04,P025956,S004,C004594,4,,0
T0000892,2020-09-18,P026995,S003,C020417,4,0.0,0
T0000895,2020-02-25,P001736,S005,C018369,1,0.1,0
T0000900,2020-02-25,P035174,S003,C014299,3,0.0,0
T0000901,2020-06-20,P003586,S001,C024203,4,0.1,0
T0000904,2020-10-04,P047342,S003,C020353,2,0.2,0
T0000908,2020-04-12,P033994,S005,,4,0.0,0
T0000925,2020-06-16,P047935,S003,C016037,1,0.2,0
T0000927,2020-02-09,P028871,S003,C018498,4,0.0,0
T0000930,2020-04-16,P045096,S005,C013979,1,0.0,0
T0000934,2020-05-20,P030801,S001,C024200,4,,0
T0000937,2020-03-23,P025586,S001,C020034,4,0.1,0
T0000939,2020-03-04,P033579,S003,C006652,1,0.1,0
T0000943,2020-02-11,P045725,S005,C001678,1,0.1,0
T0000945,2020-11-08,P035992,S002,C005638,3,,0
T0000947,2020-09-15,P049989,S002,C021854,4,0.1,0
T0000950,2020-08-22,P003447,S005,C020147,1,0.1,0
T0000958,2020-12-09,P020155,S002,C023913,3,0.2,0
T0000963,2020-08-22,P030965,S001,C017934,4,0.0,0
T0000966,2020-12-01,P044888,S005,C022789,1,0.0,0
T0000968,2020-08-09,P019295,S003,C020299,4,0.0,0
T0000970,2020-02-22,P042915,S004,C016432,3,0.0,1
T0000978,2020-06-04,P019244,S003,C013708,4,0.0,0
T0000984,2020-07-27,P004800,S003,C013297,2,0.0,0
T0000992,2020-09-04,P009298,S003,C009935,2,0.0,0
T0000996,2020-03-25,P047620,S004,C001768,3,0.0,0
T0001002,2020-05-21,P040439,S004,C022209,2,0.1,0
T0001006,2020-01-26,P046254,S005,C009237,3,0.0,0
T0001011,2020-08-04,P042404,S004,C007414,4,,0
T0001019,2020-11-09,P047346,S002,C004794,2,0.0,0
T0001021,2020-12-26,P041102,S005,C020048,4,0.0,0
T0001041,2020-06-26,P010729,S004,C004287,1,0.0,0
T0001053,2020-02-28,P033796,S005,C000167,1,0.0,0
T0001071,2020-01-21,P013194,S005,C021311,3,0.0,0
T0001074,2020-06-24,P048568,S002,C003573,4,0.1,1
T0001089,2020-02-05,P028871,S001,C012662,2,0.2,0
T0001090,2020-07-09,P020875,S005,,2,0.0,0
T0001115,2020-09-04,P045498,S004,C015174,3,0.1,0
T0001119,2020-09-01,P049115,S005,C008092,4,0.0,0
T0001136,2020-07-24,P012554,S002,C016909,4,0.0,0
T0001144,2020-01-29,P038208,S004,C016517,4,0.0,0
T0001147,2020-09-16,P008989,S002,,2,0.2,0
T0001149,2020-04-03,P017576,S003,C005179,2,0.0,0
T0001150,2020-04-21,P045713,S002,C007466,3,0.0,0
T0001154,2020-09-15,P031863,S002,C006501,2,0.2,0
T0001159,2020-07-29,P025296,S002,C023471,3,0.0,0
T0001161,2020-01-26,P019899,S003,C010688,4,0.0,0
T0001169,2020-04-15,P016456,S001,C017668,1,0.0,0
T0001173,2020-08-21,P042878,S005,C009539,3,0.0,0
T0001175,2020-05-13,P038675,S003,C005101,3,0.1,0
T0001178,2020-05-31,P044010,S002,C011602,2,0.1,0
T0001182,2020-04-19,P001534,S001,C006396,2,0.0,1
T0001183,2020-11-06,P026714,S003,C012249,2,0.0,0
T0001184,2020-11-01,P007620,S005,C018544,4,0.0,1
T0001188,2020-06-23,P008492,S005,C002618,1,0.2,0
T0001190,2020-08-30,P024377,S001,C020779,2,0.0,0
T0001211,2020-05-03,P003539,S005,C017623,1,0.0,0
T0001214,2020-07-22,P045384,S004,C004666,3,0.0,0
T0001221,2020-06-15,P011841,S005,C015571,4,,0
T0001222,2020-11-17,P005627,S005,C019033,1,0.1,0
T0001224,2020-12-21,P036807,S004,C006306,4,0.2,0
T0001226,2020-06-02,P025242,S003,,1,0.1,0
T0001227,2020-11-16,P030336,S004,C007240,3,0.3,0
T0001228,2020-01-06,P001482,S003,C013652,2,0.0,1
T0001235,2020-03-07,P014123,S001,C015878,1,0.2,0
T0001243,2020-05-25,P024652,S004,C006020,2,0.0,0
T0001255,2020-08-23,P017940,S003,C010735,4,0.0,0
T0001259,2020-11-01,P019980,S002,C004583,2,0.0,0
T0001262,2020-10-18,P013411,S003,C009888,4,0.0,0
T0001263,2020-05-26,P029680,S005,C022503,2,0.1,0
T0001264,2020-05-02,P046063,S003,C015390,2,,0
T0001265,2020-12-05,P000181,S001,C022171,4,0.2,0
T0001274,2020-09-11,P020387,S003,C009996,4,0.0,0
T0001285,2020-06-13,P041394,S003,C009828,2,0.0,0
T0001287,2020-03-22,P039852,S005,C003176,4,0.0,0
T0001294,2020-02-22,P001325,S002,C021617,1,0.0,0
T0001295,2020-07-06,P009830,S001,C002266,1,0.1,0
T0001302,2020-02-12,P009068,S005,C015828,3,0.0,0
T0001308,2020-03-23,P004791,S005,C020158,1,0.1,0
T0001311,2020-12-24,P004970,S002,C002705,2,0.0,0
T0001323,2020-07-05,P007935,S004,C016079,4,0.1,0
T0001330,2020-08-02,P046811,S002,C015599,3,0.0,0
T0001332,2020-11-25,P001893,S001,C012145,1,0.0,0
T0001343,2020-03-16,P005172,S002,C011240,3,0.0,0
T0001345,2020-06-29,P008516,S001,C020304,3,0.1,0
T0001349,2020-08-25,P032202,S005,C012295,2,0.0,0
T0001355,2020-01-03,P029107,S002,C018603,3,0.0,0
T0001361,2020-04-21,P006337,S002,C001558,2,0.1,0
T0001371,2020-04-15,P000805,S005,C003777,4,0.2,0
T0001375,2020-09-25,P015408,S999,C013321,3,0.0,0
T0001381,2020-09-05,P021183,S001,C005533,3,0.3,0
T0001382,2020-02-29,P002158,S001,C023875,1,0.0,0
T0001388,2020-11-20,P042804,S004,C023459,3,0.2,0
T0001391,2020-01-29,P026420,S002,C015145,3,0.0,0
T0001394,2020-07-09,P037046,S005,C016917,4,0.0,0
T0001397,2020-08-20,P022280,S003,C013334,3,0.0,0
T0001399,2020-08-28,P032170,S005,C022916,2,0.0,0
T0001402,2020-11-11,P043685,S005,C009798,3,0.2,0
T0001416,2020-10-23,P021640,S003,C023713,3,,0
T0001423,2020-10-06,P025414,S001,C012879,4,0.3,0
T0001425,2020-05-22,P033028,S004,C011027,2,,0
T0001436,2020-01-06,P024916,S003,C001293,1,0.0,0
T0001446,2020-10-31,P033720,S004,C019410,2,0.1,0
T0001468,2020-03-30,P035357,S004,C005930,3,0.1,0
T0001480,2020-11-07,P012892,S003,C021617,1,0.0,0
T0001482,2020-03-16,P049240,S002,C000780,4,0.0,0
T0001483,2020-09-15,P007541,S005,C014152,2,0.3,0
T0001488,2020-07-24,P046645,S005,C017196,3,0.0,0
T0001492,2020-07-23,P047247,S003,C011188,1,0.0,0
T0001495,2020-02-01,P018417,S001,C007444,3,0.0,0
T0001497,2020-10-22,P034539,S001,C008130,3,0.1,0
T0001501,2020-11-12,P029517,S004,C003551,1,0.0,0
T0001502,2020-06-02,P010868,S005,,3,0.3,0
T0001511,2020-06-13,P041822,S005,C009544,3,0.0,0
T0001527,2020-03-14,P029745,S003,C014304,2,0.0,0
T0001529,2020-05-20,P020251,S005,C013506,3,0.0,0
T0001536,2020-07-04,P035976,S001,C014634,3,,0
T0001538,2020-07-20,P011536,S005,,3,0.0,0
T0001543,2020-07-24,P038041,S003,C009613,1,,0
T0001545,2020-12-06,P008815,S005,C002756,1,0.2,0
T0001548,2020-02-29,P017313,S001,C021126,3,0.1,0
T0001549,2020-04-04,P028848,S004,C015395,3,0.1,0
T0001552,2020-04-24,P030800,S004,C023960,2,0.0,0
T0001557,2020-10-25,P038854,S003,C016089,3,0.0,0
T0001565,2020-12-14,P031167,S005,C016675,1,0.1,0
T0001566,2020-12-24,P003285,S001,C018868,4,0.1,0
T0001567,2020-06-10,P036092,S004,C013657,1,0.0,0
T0001576,2020-10-20,P000478,S001,C023155,1,0.0,0
T0001584,2020-01-20,P029274,S002,C021501,4,0.0,0
T0001590,2020-11-19,P000342,S004,C005370,3,0.0,0
T0001591,2020-05-31,P033358,S004,C013363,3,0.0,0
T0001607,2020-08-06,P036339,S005,C020726,1,0.0,1
T0001616,2020-02-14,P044671,S002,,2,0.0,0
T0001621,2020-01-17,P043325,S003,C010953,3,0.2,0
T0001627,2020-04-10,P000882,S004,C010141,3,0.1,0
T0001651,2020-10-07,P036424,S002,C009884,4,0.1,0
T0001653,2020-07-17,P036695,S001,C019570,2,0.1,0
T0001656,2020-03-21,P029532,S005,C009507,3,0.0,0
T0001660,2020-03-09,P046412,S003,C008572,1,0.1,0
T0001664,2020-09-26,P039532,S004,C019551,1,0.0,0
T0001665,2020-07-03,P009005,S001,,1,0.0,1
T0001670,2020-12-25,P002341,S004,C012949,3,0.1,0
T0001672,2020-09-27,P022596,S002,C012078,3,0.1,0
T0001681,2020-12-02,P000590,S003,C010479,4,0.3,0
T0001691,2020-08-23,P013026,S004,C016176,1,0.0,0
T0001693,2020-06-03,P025396,S003,C008399,4,,0
T0001694,2020-10-15,P015816,S002,C005198,3,0.0,0
T0001706,2020-07-03,P041026,S003,C014810,4,0.3,0
T0001709,2020-01-29,P002487,S002,C006364,1,0.0,1
T0001712,2020-09-10,P009072,S005,C013884,4,0.0,0
T0001724,2020-08-09,P014821,S003,C015848,4,0.0,0
T0001728,2020-02-21,P003231,S005,C024930,2,0.0,0
T0001736,2020-05-09,P029969,S999,C009377,1,0.0,0
T0001744,2020-08-26,P033068,S002,C021977,3,0.0,0
T0001745,2020-10-13,P000056,S005,C006388,3,0.2,0
T0001746,2020-04-02,P032259,S005,C021134,1,0.1,0
T0001747,2020-03-17,P009758,S003,C009091,2,0.0,0
T0001750,2020-08-25,P038202,S005,C001256,1,0.0,0
T0001751,2020-07-18,P038292,S002,C010017,1,0.0,0
T0001755,2020-10-04,P006505,S003,C011519,2,0.1,0
T0001767,2020-11-12,P019220,S002,C012678,2,0.2,0
T0001771,2020-07-21,P042318,S002,C000372,4,0.0,0
T0001777,2020-03-08,P033766,S002,C003490,3,,0
T0001786,2020-07-22,P032828,S001,C013470,1,0.2,0
T0001792,2020-05-04,P027866,S001,C017900,3,0.0,0
T0001796,2020-09-07,P007068,S002,C014585,3,0.2,0
T0001800,2020-07-06,P015705,S005,C016312,3,0.2,0
T0001806,2020-02-13,P042419,S002,C016318,3,0.0,0
T0001807,2020-04-13,P041252,S005,C014074,3,0.2,0
T0001811,2020-09-14,P034730,S001,C018318,1,0.0,0
T0001815,2020-05-20,P036952,S005,C023608,3,0.0,0
T0001827,2020-10-29,P017473,S003,C021613,1,0.2,0
T0001830,2020-01-06,P042561,S004,C006311,4,0.1,0
T0001833,2020-10-23,P031378,S001,C006779,4,0.2,0
T0001834,2020-09-23,P013310,S005,C007915,2,0.0,0
T0001838,2020-12-23,P031517,S003,C002560,1,0.1,0
T0001839,2020-08-13,P024154,S002,C019308,1,0.0,0
T0001842,2020-02-22,P046880,S003,C005982,2,0.0,0
T0001843,2020-09-26,P030449,S001,C016578,3,0.3,0
T0001844,2020-01-31,P039330,S005,C019883,2,0.0,0
T0001851,2020-02-02,P040938,S002,C011954,1,0.1,0
T0001852,2020-12-22,P019249,S001,C012289,1,0.3,0
T0001854,2020-04-17,P017892,S001,C014003,4,0.0,0
T0001855,2020-09-16,P017845,S003,C020720,1,0.3,0
T0001859,2020-08-20,P006837,S005,C020227,3,0.0,0
T0001861,2020-05-10,P002920,S004,C019461,4,0.0,0
T0001868,2020-08-11,P011800,S001,C011095,2,0.2,0
T0001873,2020-03-29,P043171,S002,,1,0.0,0
T0001882,2020-03-04,P037004,S001,C022717,2,0.0,0
T0001883,2020-05-04,P025257,S005,C003350,4,0.0,0
T0001889,2020-08-09,P008691,S002,C024860,2,0.1,0
T0001893,2020-05-30,P001754,S004,C020626,1,0.3,0
T0001894,2020-06-14,P011922,S005,C017761,4,,0
T0001897,2020-10-30,P022326,S003,C005725,3,0.3,0
T0001898,2020-05-14,P039857,S001,C011558,2,0.0,0
T0001899,2020-09-15,P023453,S002,C005552,2,0.0,0
T0001915,2020-07-22,P038846,S001,C000551,4,0.0,0
T0001918,2020-08-22,P020785,S003,C023539,2,0.2,0
T0001939,2020-07-13,P010031,S002,C004036,4,0.0,0
T0001946,2020-11-08,P031260,S002,C017521,2,0.0,0
T0001949,2020-05-17,P019258,S005,C002970,2,0.0,0
T0001950,2020-07-05,P034442,S003,C015372,4,0.0,0
T0001952,2020-06-23,P044403,S005,C014444,4,0.0,0
T0001953,2020-07-09,P019118,S002,C021567,3,0.1,1
T0001955,2020-07-16,P030956,S002,C014082,3,0.0,0
T0001960,2020-09-23,P015314,S004,C010433,1,0.0,0
T0001962,2020-05-02,P007237,S005,C018585,4,0.1,0
T0001968,2020-09-07,P041216,S005,C001492,4,0.0,0
T0001977,2020-04-15,P006628,S005,C019406,2,0.2,0
T0001982,2020-07-31,P003009,S001,C015944,3,0.0,0
T0001986,2020-11-12,P022454,S003,C024609,1,0.1,0
T0001991,2020-08-09,P015931,S003,C012407,2,0.0,0
T0001996,2020-08-23,P024347,S005,C009937,3,0.1,0
T0002012,2020-02-23,P036510,S005,C015863,4,0.0,0
T0002018,2020-02-29,P042296,S003,C011948,1,,0
T0002026,2020-01-13,P040752,S005,C000324,2,0.0,0
T0002029,2020-10-20,P035577,S001,C012956,3,0.0,0
T0002033,2020-05-22,P008006,S003,C002795,3,0.1,0
T0002034,2020-10-17,P034694,S002,C006725,2,0.0,0
T0002037,2020-03-03,P024886,S002,C000439,3,0.0,0
T0002038,2020-07-06,P041334,S005,C002006,4,0.1,1
T0002046,2020-11-18,P012560,S001,C008218,2,0.1,0
T0002054,2020-06-22,P011906,S003,C014871,3,0.1,0
T0002056,2020-04-17,P029705,S004,C016528,4,0.0,0
T0002057,2020-11-14,P003503,S002,C015648,2,0.0,0
T0002058,2020-11-18,P007616,S003,C013986,2,0.3,0
T0002061,2020-04-11,P046098,S004,C010282,3,0.1,0
T0002063,2020-06-16,P042880,S002,C002180,4,0.0,1
T0002076,2020-08-21,P002873,S002,C011667,3,0.0,0
T0002079,2020-08-15,P028648,S004,C001403,3,0.0,0
T0002088,2020-04-03,P042409,S001,C001758,4,0.0,0
T0002092,2020-04-22,P031770,S004,C021004,2,,0
T0002093,2020-01-16,P049119,S003,C008706,2,0.1,1
T0002098,2020-10-08,P042491,S004,C021103,2,0.1,0
T0002103,2020-09-02,P046106,S005,C020893,3,0.0,0
T0002104,2020-01-16,P033938,S002,C017477,3,0.0,0
T0002108,2020-12-25,P048550,S004,C007067,3,0.0,0
T0002109,2020-09-21,P016148,S004,C005819,1,0.1,0
T0002120,2020-05-27,P039289,S002,C012304,1,0.2,0
T0002124,2020-03-27,P010799,S005,C007264,1,0.0,1
T0002126,2020-02-08,P032429,S004,C003388,2,0.0,0
T0002128,2020-06-08,P035392,S004,C003000,1,0.0,0
T0002139,2020-08-23,P002279,S001,C023189,2,0.1,0
T0002141,2020-02-12,P008160,S003,C015859,1,0.2,0
T0002143,2020-12-17,P032856,S001,C020599,2,0.0,1
T0002150,2020-06-29,P035045,S004,C018097,1,0.0,0
T0002153,2020-08-04,P026037,S003,C013069,3,0.0,0
T0002159,2020-06-10,P011675,S001,C003875,3,0.0,0
T0002168,2020-12-10,P014502,S004,C003632,1,0.0,0
T0002169,2020-06-05,P043872,S004,C022078,1,0.1,0
T0002172,2020-08-21,P048632,S001,C007607,3,0.0,0
T0002183,2020-10-29,P013342,S005,C021886,1,0.1,0
T0002185,2020-07-29,P025919,S003,C014673,4,,0
T0002186,2020-10-26,P019712,S001,C000714,2,0.0,0
T0002189,2020-12-21,P032801,S002,C006155,1,0.0,0
T0002191,2020-11-09,P032610,S002,C010252,4,0.0,0
T0002195,2020-06-03,P035621,S002,C023071,1,0.0,0
T0002196,2020-12-28,P018474,S001,C012983,3,0.0,0
T0002216,2020-11-05,P039427,S003,C007241,4,0.2,0
T0002218,2020-05-19,P035130,S003,C018256,1,0.3,0
T0002226,2020-04-25,P023174,S003,C003739,2,0.3,0
T0002229,2020-05-31,P021046,S002,C012687,2,0.2,0
T0002233,2020-03-18,P026164,S004,C010281,1,0.0,0
T0002234,2020-04-26,P003279,S004,C007198,2,0.3,0
T0002238,2020-06-06,P048897,S001,C008274,1,0.0,0
T0002242,2020-07-03,P047131,S001,C012400,4,0.0,0
T0002252,2020-03-25,P002313,S005,C023094,4,0.1,0
T0002262,2020-11-04,P016276,S003,C021047,4,0.0,0
T0002263,2020-05-06,P033792,S004,C012131,3,0.0,0
T0002265,2020-07-30,P042772,S001,C020529,3,0.0,0
T0002270,2020-06-21,P031365,S002,C016229,2,,0
T0002273,2020-12-19,P029906,S004,C002121,3,0.0,0
T0002274,2020-03-21,P005798,S002,C021318,4,0.0,0
T0002282,2020-11-21,P020724,S004,C024019,2,0.0,0
T0002292,2020-04-17,P030774,S003,C010206,3,0.0,0
T0002297,2020-05-14,P033622,S004,C024169,4,0.3,0
T0002299,2020-07-12,P006326,S005,C017777,2,0.3,0
T0002310,2020-11-03,P037752,S001,C007940,4,,0
T0002312,2020-06-15,P040897,S003,C002314,2,0.0,0
T0002315,2020-10-16,P042428,S002,C008498,1,0.0,0
