transaction_id,date,product_id,store_id,customer_id,quantity,discount,returned
T0000457,2023-06-26,P047650,S005,C000522,1,0.0,1
T0000458,2023-02-27,P028535,S002,C006757,4,0.0,1
T0000461,2023-01-06,P006865,S004,C008093,1,0.0,0
T0000476,2023-01-17,P026296,S003,C008835,3,0.0,0
T0000477,2023-12-11,P004294,S004,C022496,1,0.0,0
T0000479,2023-06-06,P021498,S002,C015974,3,0.2,0
T0000481,2023-09-01,P014035,S002,C007098,4,0.1,0
T0000484,2023-09-29,P008820,S001,C012656,2,0.0,0
T0000486,2023-02-09,P046296,S004,C012076,2,0.0,0
T0000488,2023-09-20,P024873,S002,C008123,1,0.2,0
T0000497,2023-02-07,P012308,S003,C019253,2,0.2,1
T0000501,2023-05-23,P009945,S003,C022987,2,0.0,0
T0000506,2023-11-08,P020456,S003,C018413,4,0.1,0
T0000507,2023-07-22,P030381,S005,C016955,4,0.0,0
T0000516,2023-07-23,P035541,S004,C010772,2,0.2,0
T0000525,2023-07-28,P038648,S004,C000928,2,0.0,0
T0000530,2023-02-03,P041600,S002,C018690,1,0.3,0
T0000531,2023-12-16,P009550,S005,C022141,2,0.1,0
T0000533,2023-02-22,P027508,S001,C015167,1,0.0,1
T0000538,2023-11-16,P024103,S005,C022842,4,0.0,0
T0000540,2023-01-22,P002149,S001,C014131,1,0.0,0
T0000544,2023-04-07,P015693,S003,C021959,1,0.1,0
T0000545,2023-02-05,P036130,S004,C020855,4,0.2,0
T0000557,2023-10-28,P015944,S004,C024715,3,0.0,0
T0000559,2023-09-27,P037312,S002,C002747,3,0.1,0
T0000563,2023-02-20,P004700,S003,C002917,2,0.0,0
T0000567,2023-06-25,P004655,S004,C008588,1,0.0,0
T0000585,2023-10-03,P048190,S999,C017307,3,0.1,0
T0000593,2023-12-07,P006602,S005,C010653,3,0.0,0
T0000612,2023-09-13,P009584,S002,C013623,4,0.0,0
T0000622,2023-08-06,P020267,S001,C012863,1,0.0,0
T0000625,2023-10-23,P038512,S003,C011017,4,0.0,0
T0000627,2023-01-03,P009281,S001,C008511,3,0.1,0
T0000634,2023-04-04,P021293,S001,C015322,2,0.0,0
T0000638,2023-05-06,P023265,S004,C004573,1,,0
T0000645,2023-05-26,P031933,S003,C001008,4,0.0,0
T0000649,2023-03-26,P033416,S004,C004771,1,0.0,0
T0000653,2023-12-22,P005222,S001,C005338,4,0.1,0
T0000658,2023-01-07,P004223,S003,C002553,2,0.0,0
T0000659,2023-11-07,P028018,S003,C000969,2,0.1,0
T0000663,2023-10-05,P038820,S005,C006205,4,0.0,1
T0000668,2023-09-22,P021407,S001,C017279,1,0.0,0
T0000670,2023-06-30,P006587,S001,,1,0.0,0
T0000672,2023-09-20,P002708,S005,C002287,3,0.1,0
T0000679,2023-09-27,P028557,S001,C018520,3,0.0,0
T0000683,2023-11-28,P020778,S005,C007985,3,0.0,0
T0000685,2023-02-09,P014875,S005,C018004,2,0.0,0
T0000689,2023-09-23,P015851,S004,C021467,1,0.0,0
T0000691,2023-10-19,P047291,S005,C015856,3,0.0,0
T0000694,2023-06-14,P038845,S001,C003248,1,0.0,0
T0000695,2023-03-11,P049802,S001,C002837,3,0.1,0
T0000698,2023-01-27,P016142,S003,C013082,1,0.0,0
T0000706,2023-04-02,P047565,S003,C011962,3,0.3,0
T0000707,2023-05-27,P002251,S004,C016897,2,0.0,1
T0000708,2023-09-02,P003394,S001,C020244,2,0.0,0
T0000713,2023-10-15,P037199,S005,C024279,2,0.0,0
T0000721,2023-09-11,P004311,S001,C004215,2,0.1,0
T0000725,2023-09-21,P048561,S003,C013715,4,0.0,0
T0000726,2023-07-20,P046389,S003,C018472,3,0.2,0
T0000727,2023-06-22,P018601,S002,C022443,4,0.0,0
T0000733,2023-10-09,P003192,S002,C002927,2,0.2,0
T0000743,2023-06-05,P020728,S004,C023116,3,0.2,0
T0000750,2023-07-13,P031405,S002,C011572,1,0.0,0
T0000751,2023-03-24,P019506,S004,C003957,4,0.2,0
T0000754,2023-11-27,P017307,S005,C004480,4,0.3,0
T0000760,2023-09-05,P010498,S004,C012204,2,0.1,0
T0000761,2023-11-09,P035152,S004,C024909,4,0.0,0
T0000773,2023-11-26,P047713,S001,C004302,2,0.0,0
T0000777,2023-02-15,P001981,S002,,2,0.0,0
T0000785,2023-09-29,P031771,S003,,1,0.0,0
T0000787,2023-02-18,P007386,S002,C009525,2,0.1,0
T0000788,2023-05-04,P006328,S005,,2,0.0,0
T0000793,2023-06-08,P045882,S004,C022664,3,0.2,0
T0000800,2023-01-27,P004669,S004,C000933,3,0.1,0
T0000811,2023-07-29,P019906,S003,C023742,1,0.0,0
T0000817,2023-07-07,P042016,S005,C006477,1,0.1,0
T0000828,2023-01-11,P037188,S004,C000384,2,0.1,0
T0000834,2023-11-22,P049142,S004,C024603,2,0.0,0
T0000836,2023-12-17,P024717,S004,,1,0.0,0
T0000842,2023-01-16,P018108,S002,C007670,4,0.0,0
T0000851,2023-04-11,P007596,S003,C022539,3,0.0,0
T0000852,2023-11-25,P045066,S004,C014621,3,0.1,0
T0000857,2023-03-25,P001770,S005,C016144,3,0.0,0
T0000869,2023-01-07,P027826,S004,C022841,4,0.0,0
T0000872,2023-01-23,P023474,S003,C011705,2,0.1,0
T0000874,2023-05-20,P010824,S004,C018277,2,0.0,0
T0000884,2023-10-01,P021767,S003,C006965,2,0.1,0
T0000885,2023-10-22,P006223,S002,C003207,1,0.2,1
T0000893,2023-06-28,P028925,S005,C020854,1,0.0,0
T0000897,2023-04-27,P037625,S001,C009125,2,0.3,0
T0000898,2023-03-01,P005986,S001,C023896,4,0.0,0
T0000899,2023-09-19,P047218,S005,C003321,2,0.0,0
T0000902,2023-08-09,P043918,S002,,1,0.0,0
T0000929,2023-01-09,P026075,S005,C010703,2,0.1,0
T0000933,2023-08-24,P046133,S002,,1,0.1,0
T0000936,2023-08-27,P019173,S001,C007531,1,0.0,0
T0000944,2023-06-26,P018449,S001,C000802,4,,0
T0000949,2023-10-03,P003826,S002,C008404,1,0.0,0
T0000951,2023-03-01,P022507,S004,C015408,1,0.0,0
T0000954,2023-12-03,P009089,S004,C008075,4,0.0,0
T0000959,2023-05-25,P008120,S003,C014779,3,,0
T0000960,2023-05-28,P049192,S003,C023102,1,0.0,0
T0000969,2023-03-31,P032949,S005,C023117,1,0.1,0
T0000972,2023-03-25,P040375,S004,C011455,2,0.0,0
T0000973,2023-10-19,P043823,S003,C021870,3,0.0,0
T0000979,2023-04-27,P030340,S002,C012980,1,0.0,1
T0000980,2023-11-15,P039822,S003,C020480,1,0.0,0
T0000982,2023-07-08,P018009,S005,C008080,3,0.1,1
T0000985,2023-11-28,P022382,S005,C014827,4,0.0,0
T0000989,2023-11-02,P003047,S005,C023707,2,0.0,0
T0000990,2023-05-14,P046808,S001,C007636,4,0.1,0
T0000994,2023-03-05,P034862,S005,C006507,2,0.1,0
T0001000,2023-09-16,P030962,S002,C016317,2,0.0,0
T0001004,2023-08-19,P014673,S005,C013322,4,0.0,0
T0001014,2023-07-25,P025621,S004,C019862,4,0.3,0
T0001018,2023-12-19,P018319,S003,C012036,4,0.0,0
T0001024,2023-08-25,P036559,S003,C016904,4,0.0,0
T0001026,2023-06-15,P038187,S003,C022938,1,0.0,0
T0001028,2023-01-07,P037927,S001,C019435,3,0.0,0
T0001035,2023-04-28,P029288,S002,C001808,1,0.1,0
T0001048,2023-03-13,P042772,S001,C012858,4,0.0,0
T0001049,2023-06-03,P023202,S003,C017490,1,0.0,0
T0001050,2023-09-30,P024662,S004,C020418,3,0.0,0
T0001066,2023-05-05,P008093,S005,C018284,3,0.0,0
T0001067,2023-12-07,P025042,S002,C007617,2,0.0,0
T0001070,2023-02-12,P011055,S004,C001805,3,0.2,0
T0001079,2023-02-11,P012705,S003,C006536,2,0.0,0
T0001082,2023-11-15,P010709,S001,C004168,4,0.1,0
T0001084,2023-08-15,P047767,S005,C006430,1,0.0,0
T0001085,2023-12-28,P025484,S005,C018127,4,0.0,0
T0001094,2023-11-17,P043209,S001,C016502,4,0.0,1
T0001097,2023-09-21,P019326,S001,C017063,1,0.1,0
T0001098,2023-04-06,P036561,S003,C010931,2,0.0,0
T0001101,2023-02-07,P033427,S001,C007089,4,0.0,1
T0001106,2023-02-01,P040280,S002,C012244,4,0.2,1
T0001109,2023-12-10,P034792,S002,,2,0.1,0
T0001121,2023-01-02,P003194,S003,C022167,2,,0
T0001123,2023-11-14,P049674,S005,C018803,2,0.2,0
T0001131,2023-04-22,P019414,S002,C020857,4,0.2,0
T0001134,2023-05-07,P002497,S002,C018804,3,0.1,0
T0001145,2023-12-21,P041070,S001,C011673,1,0.1,0
T0001151,2023-02-07,P024688,S001,C023685,3,0.0,0
T0001153,2023-11-29,P034687,S004,C005099,1,0.0,0
T0001155,2023-07-30,P003772,S001,C013083,2,,0
T0001162,2023-03-21,P035813,S005,C024225,2,0.1,0
T0001179,2023-03-27,P039143,S005,C005579,2,0.0,0
T0001180,2023-07-13,P045801,S002,C008629,4,0.0,0
T0001181,2023-11-06,P024042,S004,C002185,2,0.0,0
T0001186,2023-02-26,P010709,S004,C016778,1,0.3,0
T0001191,2023-02-16,P013315,S005,C019128,3,,0
T0001194,2023-05-26,P046518,S002,C017372,4,0.0,0
T0001195,2023-05-05,P027871,S001,C024230,3,0.1,0
T0001197,2023-06-20,P000845,S003,C023214,2,0.0,0
T0001206,2023-04-20,P019069,S002,C010041,3,0.1,0
T0001209,2023-03-10,P016104,S003,C008965,1,0.1,0
T0001210,2023-06-25,P049496,S003,C017894,3,0.1,0
T0001212,2023-06-02,P044205,S004,C012513,2,0.0,0
T0001217,2023-07-05,P013643,S003,C001650,2,0.1,0
T0001220,2023-09-14,P032923,S005,C004435,3,0.0,0
T0001225,2023-02-04,P018447,S004,C010957,3,0.2,0
T0001231,2023-11-12,P007913,S002,C007790,2,0.2,0
T0001232,2023-05-01,P028107,S001,C007960,4,0.0,0
T0001238,2023-12-18,P011646,S004,C022848,1,0.1,0
T0001240,2023-12-10,P003558,S003,C023665,1,0.2,1
T0001244,2023-11-08,P020815,S003,,3,0.0,0
T0001249,2023-07-04,P001894,S001,C015645,4,0.0,0
T0001250,2023-04-22,P012944,S002,C023660,3,,0
T0001251,2023-09-16,P007914,S004,C009264,1,0.0,0
T0001256,2023-01-20,P019968,S004,C000028,3,0.0,0
T0001258,2023-08-19,P002777,S004,C016719,2,0.1,0
T0001268,2023-05-03,P038894,S003,C005197,2,,0
T0001271,2023-03-11,P999999,S005,C001458,4,0.0,0
T0001276,2023-11-11,P017825,S004,C010971,3,0.0,0
T0001278,2023-12-04,P000236,S004,C024346,4,0.0,0
T0001282,2023-01-10,P025617,S005,C005885,3,0.1,1
T0001286,2023-05-09,P007247,S004,C014191,4,0.0,0
T0001292,2023-05-21,P039986,S001,C010767,4,0.0,0
T0001297,2023-10-12,P020689,S005,C006894,3,0.0,0
T0001300,2023-03-24,P007644,S001,C010200,1,0.0,1
T0001301,2023-04-17,P048424,S002,C004267,2,0.1,0
T0001304,2023-10-08,P041620,S005,C003889,3,0.1,0
T0001307,2023-03-26,P008546,S999,C004199,4,0.2,0
T0001314,2023-08-27,P009270,S003,C004852,4,0.0,0
T0001318,2023-04-13,P004771,S005,C007464,2,0.1,1
T0001320,2023-07-24,P020642,S002,C008613,1,0.0,0
T0001329,2023-10-04,P028347,S001,C001554,1,0.0,0
T0001335,2023-11-21,P005921,S999,C003061,3,,0
T0001338,2023-09-18,P025360,S004,C013599,1,0.0,0
T0001342,2023-01-31,P034874,S003,C020315,1,0.1,1
T0001356,2023-09-08,P016437,S001,C012140,4,0.0,0
T0001358,2023-01-16,P004105,S004,C003498,3,0.1,0
T0001365,2023-06-29,P009187,S005,C012741,2,0.0,0
T0001368,2023-07-04,P030035,S004,C023006,4,0.1,0
T0001374,2023-01-29,P046099,S001,C006952,2,0.0,0
T0001379,2023-12-01,P044463,S002,C011177,2,0.0,0
T0001383,2023-07-14,P014941,S001,C024687,4,0.0,0
T0001384,2023-05-31,P004062,S001,C015450,4,0.0,0
T0001387,2023-12-24,P007469,S002,C021959,1,0.2,0
T0001390,2023-02-02,P009450,S003,C013447,3,0.0,0
T0001392,2023-02-05,P026912,S004,C014128,4,0.0,0
T0001400,2023-08-19,P042210,S001,C018714,4,0.0,0
T0001407,2023-12-15,P046381,S004,C011930,2,0.0,0
T0001415,2023-02-02,P035451,S003,C004158,3,0.0,0
T0001419,2023-05-12,P000461,S002,C014126,3,0.3,0
T0001441,2023-04-17,P047572,S001,C007238,2,0.0,0
T0001442,2023-04-02,P018643,S004,C016700,4,0.1,0
T0001443,2023-09-13,P032067,S002,,3,0.0,1
T0001448,2023-01-08,P024211,S005,C019868,2,0.2,0
T0001452,2023-02-04,P047878,S001,C023153,3,0.3,0
T0001454,2023-01-17,P041512,S003,C022917,1,0.0,0
T0001460,2023-11-29,P009062,S003,C012411,4,0.0,0
T0001462,2023-03-17,P049294,S002,C013599,4,0.1,0
T0001472,2023-12-15,P031435,S001,C009965,3,0.0,0
T0001476,2023-09-21,P024975,S002,C005807,1,0.1,0
T0001479,2023-08-28,P045973,S002,C001816,4,0.0,0
T0001485,2023-04-23,P024747,S003,C005932,2,0.1,0
T0001500,2023-09-02,P014361,S003,C001873,2,0.0,0
T0001507,2023-06-30,P022389,S002,C009540,2,0.1,0
T0001508,2023-11-19,P040657,S002,,2,0.1,0
T0001510,2023-08-23,P034628,S001,C009698,1,0.1,0
T0001515,2023-10-13,P035683,S001,C018526,4,0.0,0
T0001520,2023-07-07,P035419,S001,C007934,1,0.0,0
T0001526,2023-01-13,P022490,S005,C012943,3,0.0,0
T0001528,2023-06-18,P010243,S001,C014282,1,0.1,1
T0001531,2023-07-16,P025002,S004,C021748,4,0.0,0
T0001532,2023-11-02,P023482,S001,C003037,1,0.1,0
T0001540,2023-07-21,P020409,S003,C007165,1,0.0,1
T0001541,2023-12-12,P024926,S004,C013227,2,0.1,0
T0001546,2023-11-22,P010467,S001,C013054,4,0.0,0
T0001561,2023-03-05,P017941,S004,,1,0.1,0
T0001562,2023-10-28,P038316,S003,C012785,1,,0
T0001568,2023-06-02,P023564,S004,C000008,1,0.0,0
T0001571,2023-06-23,P027604,S003,C017602,4,0.1,0
T0001572,2023-10-31,P000419,S001,C006731,2,0.0,0
T0001575,2023-04-09,P020018,S002,C005111,3,0.0,0
T0001579,2023-07-30,P023132,S005,C020158,4,0.0,0
T0001583,2023-09-27,P040861,S001,C013277,3,0.0,0
T0001588,2023-10-19,P000215,S005,C005145,4,0.2,0
T0001589,2023-01-24,P035296,S002,C015320,3,0.0,0
T0001594,2023-04-18,P033516,S004,C004472,2,0.0,0
T0001596,2023-08-01,P021529,S001,C013103,4,0.0,0
T0001598,2023-11-14,P005016,S002,C019300,1,0.0,0
T0001610,2023-03-17,P033743,S002,C017425,3,0.0,0
T0001612,2023-03-23,P006363,S003,C000242,4,0.0,0
T0001614,2023-12-03,P019486,S001,C018254,4,0.1,0
T0001618,2023-09-10,P043356,S004,C007274,1,0.0,0
T0001622,2023-03-05,P024249,S005,C001493,2,0.0,0
T0001624,2023-11-05,P045471,S003,C021820,1,0.2,0
T0001628,2023-05-26,P025385,S001,C020028,1,0.0,0
T0001636,2023-05-28,P020629,S004,,2,0.0,0
T0001640,2023-07-27,P038603,S001,C001347,3,0.0,0
T0001642,2023-06-25,P022771,S004,C012504,1,,0
T0001644,2023-10-20,P026604,S003,C017746,4,0.0,0
T0001648,2023-09-12,P045319,S004,C016623,4,0.0,0
T0001649,2023-10-26,P020000,S002,C007535,1,0.0,0
T0001652,2023-07-10,P017836,S005,C000522,3,0.1,1
T0001654,2023-07-09,P037665,S001,C022646,2,0.0,0
T0001655,2023-08-16,P035754,S003,C018718,4,0.2,0
T0001661,2023-04-01,P000437,S004,C001231,3,0.2,0
T0001674,2023-01-09,P007559,S003,C021662,3,0.0,0
T0001698,2023-10-17,P042103,S004,C019083,1,0.1,1
T0001700,2023-10-13,P002913,S002,C017345,2,0.1,0
T0001704,2023-02-15,P037681,S001,C022763,2,0.0,0
T0001711,2023-01-03,P048658,S005,C022237,4,0.1,0
T0001715,2023-10-09,P006374,S005,C019959,2,0.0,0
T0001717,2023-10-08,P041599,S003,C019379,4,0.0,0
T0001719,2023-04-12,P011388,S003,C006681,4,0.0,0
T0001722,2023-07-31,P017258,S003,C018482,1,0.0,0
T0001725,2023-10-14,P032493,S001,C000379,2,0.0,0
T0001729,2023-06-22,P031975,S005,C013036,2,0.0,0
T0001731,2023-02-23,P047341,S005,C023278,1,0.0,0
T0001733,2023-06-03,P010198,S002,C022828,4,0.0,0
T0001735,2023-08-19,P011433,S001,C012647,4,,0
T0001737,2023-07-25,P014010,S004,C017765,4,0.3,0
T0001740,2023-12-06,P025206,S005,C020980,1,0.0,0
T0001742,2023-08-22,P035484,S001,C016044,4,0.0,0
T0001754,2023-01-05,P000025,S002,C016996,3,0.0,0
T0001759,2023-10-05,P002519,S003,C013658,3,0.2,0
T0001761,2023-11-27,P027734,S001,,3,0.0,1
T0001762,2023-01-11,P010917,S003,C024379,1,0.0,0
T0001764,2023-04-17,P025328,S003,C014868,1,0.1,1
T0001770,2023-09-03,P005949,S005,C021044,1,0.0,0
T0001774,2023-06-14,P024340,S004,C009032,3,0.0,0
T0001778,2023-11-14,P004932,S002,C006711,3,0.0,0
T0001787,2023-11-05,P021680,S002,C013928,4,0.0,0
T0001789,2023-01-20,P036076,S005,C002681,2,0.0,0
T0001790,2023-08-13,P026799,S001,C014002,3,0.0,0
T0001801,2023-09-19,P007527,S003,C016512,1,0.0,0
T0001803,2023-08-07,P008921,S002,C001369,2,0.2,0
T0001804,2023-08-02,P039214,S005,C001777,3,0.0,0
T0001805,2023-05-07,P045733,S001,C016942,1,0.0,0
T0001813,2023-03-02,P017978,S001,C016423,2,,0
T0001818,2023-02-09,P026318,S002,C006296,2,0.1,0
T0001820,2023-04-15,P006663,S004,C001178,1,0.0,0
T0001829,2023-05-05,P016896,S003,C017032,1,0.0,0
T0001835,2023-01-11,P017283,S002,C013563,4,0.0,0
T0001840,2023-09-15,P004422,S004,C017348,3,0.0,0
T0001849,2023-04-20,P023221,S005,C021744,4,0.0,0
T0001867,2023-04-30,P035896,S003,C020881,3,0.2,0
T0001872,2023-06-13,P000265,S004,C008859,2,,0
T0001877,2023-09-11,P010383,S003,C003864,1,0.0,0
T0001881,2023-08-10,P016924,S002,C007857,4,0.0,0
T0001888,2023-11-06,P001527,S004,C004556,2,0.3,0
T0001891,2023-12-29,P023917,S002,C000004,1,0.1,0
T0001896,2023-05-30,P032711,S004,C018745,2,0.2,0
T0001901,2023-07-02,P000282,S002,C023698,2,0.0,0
T0001902,2023-07-20,P020480,S001,C018763,4,0.0,1
T0001903,2023-04-13,P003970,S005,C011946,1,0.0,0
T0001904,2023-01-28,P023935,S001,C005614,1,0.1,0
T0001905,2023-12-29,P048773,S004,C005596,3,0.0,0
T0001908,2023-05-08,P002724,S003,C015455,1,0.0,0
T0001913,2023-05-24,P005634,S002,C017143,4,0.2,0
T0001917,2023-12-08,P019174,S004,C007930,3,0.0,0
T0001920,2023-09-02,P028213,S003,C024294,2,0.0,0
T0001921,2023-08-26,P005127,S004,C003121,1,0.1,0
T0001924,2023-02-03,P042902,S002,C020696,1,0.0,0
T0001943,2023-09-24,P015506,S002,C021145,1,0.0,0
T0001947,2023-11-07,P014225,S004,C004271,2,0.0,0
T0001961,2023-02-13,P013986,S002,C016791,3,0.0,0
T0001963,2023-04-16,P017216,S001,C022091,4,0.3,0
T0001964,2023-02-24,P029083,S005,C017879,1,0.0,0
T0001965,2023-02-24,P040672,S003,C014097,4,0.2,0
T0001967,2023-10-04,P004991,S005,C002429,1,0.0,0
T0001972,2023-09-24,P045098,S001,C011935,2,0.0,0
T0001979,2023-05-14,P011516,S002,,1,0.0,0
T0001983,2023-03-29,P038728,S003,C019556,3,0.0,0
T0001987,2023-09-06,P039057,S004,,4,0.1,0
T0001994,2023-02-13,P044736,S001,C020310,2,0.0,0
T0001999,2023-03-21,P016392,S005,C015715,4,0.0,1
T0002004,2023-02-22,P023266,S001,,4,0.2,0
T0002007,2023-06-27,P018741,S003,,3,0.0,0
T0002008,2023-06-10,P001494,S005,C012572,2,0.0,0
T0002009,2023-10-14,P035000,S003,C021568,2,0.0,0
T0002010,2023-08-09,P026283,S005,C023952,2,0.0,0
T0002011,2023-02-14,P028441,S002,C000209,3,0.1,0
T0002013,2023-06-01,P033729,S001,C005899,2,0.0,0
T0002014,2023-09-09,P007875,S001,,3,0.0,0
T0002016,2023-11-21,P014769,S005,C020266,4,0.0,0
T0002021,2023-12-10,P031329,S001,C012002,1,0.0,0
T0002030,2023-03-05,P999999,S004,C005598,1,0.2,0
T0002031,2023-09-08,P009042,S005,C023444,4,,0
T0002036,2023-07-20,P002278,S001,C005644,1,0.0,0
T0002052,2023-03-08,P049584,S001,C010881,2,0.0,0
T0002053,2023-05-06,P004669,S001,C001872,1,0.0,0
T0002060,2023-06-19,P022444,S005,C017255,3,0.0,0
T0002062,2023-10-12,P035813,S001,C005766,4,0.0,0
T0002066,2023-09-17,P019256,S002,C020599,1,0.0,1
T0002069,2023-05-28,P030801,S002,C008787,3,0.0,0
T0002081,2023-10-20,P002341,S005,C010128,3,0.0,0
T0002082,2023-10-21,P021919,S003,C001732,1,0.0,0
T0002083,2023-04-29,P013941,S001,C000398,1,0.1,0
T0002086,2023-09-28,P006608,S001,C007349,3,0.0,0
T0002091,2023-05-12,P047163,S002,C003415,2,0.0,0
T0002112,2023-12-12,P019805,S001,C001065,4,0.0,0
T0002115,2023-02-18,P008308,S001,C008385,3,0.0,0
T0002117,2023-09-30,P016317,S003,C001716,4,0.1,0
T0002131,2023-03-25,P017171,S001,C015516,4,0.0,0
T0002133,2023-03-20,P046039,S003,C000415,3,0.0,0
