transaction_id,date,product_id,store_id,customer_id,quantity,discount,returned
T0000547,2022-05-30,P002805,S004,C005761,1,0.2,0
T0000551,2022-01-16,P001765,S004,C019212,3,0.0,0
T0000555,2022-01-02,P043697,S003,,1,0.0,0
T0000566,2022-04-12,P035604,S002,C011919,2,0.1,1
T0000577,2022-04-24,P016714,S004,C024329,2,0.2,0
T0000583,2022-04-23,P017543,S002,C021956,3,0.0,0
T0000595,2022-02-22,P006947,S003,C022354,1,0.1,0
T0000599,2022-08-21,P019889,S002,C000517,1,0.1,1
T0000603,2022-07-31,P037795,S001,C024427,4,0.0,0
T0000614,2022-03-27,P012837,S005,C009673,4,0.3,0
T0000623,2022-11-09,P010721,S003,C014523,2,0.0,0
T0000624,2022-03-29,P047091,S004,C003348,2,0.3,0
T0000639,2022-06-08,P023980,S001,C015878,4,0.0,0
T0000644,2022-06-12,P035265,S002,C003555,4,0.1,0
T0000646,2022-11-13,P019877,S002,C003213,2,0.0,0
T0000648,2022-02-27,P034159,S001,C015206,1,0.2,0
T0000654,2022-06-12,P027809,S003,C022800,3,0.2,0
T0000656,2022-11-30,P043139,S005,C000124,3,0.0,0
T0000665,2022-01-15,P001203,S001,C012487,4,0.0,0
T0000666,2022-06-02,P024029,S003,C015296,4,0.0,0
T0000677,2022-11-04,P021547,S004,C009800,2,0.0,0
T0000680,2022-04-16,P017642,S005,C019356,2,0.0,1
T0000682,2022-04-04,P041494,S003,C019755,4,0.0,1
T0000688,2022-05-11,P033961,S004,C005212,2,,0
T0000690,2022-02-15,P025169,S001,C003671,2,0.0,0
T0000697,2022-04-11,P046263,S005,C010179,4,0.0,0
T0000704,2022-05-30,P024002,S004,C004302,1,0.0,0
T0000710,2022-08-10,P016290,S003,C001836,1,0.2,0
T0000711,2022-06-23,P049699,S004,C013069,1,0.0,0
T0000712,2022-06-24,P006882,S002,C022628,2,0.0,0
T0000715,2022-11-12,P030776,S004,C015154,3,0.0,0
T0000716,2022-08-27,P041302,S004,C007064,4,0.0,0
T0000724,2022-11-21,P029429,S005,C011906,1,0.1,0
T0000742,2022-08-31,P041532,S005,C015376,1,0.0,1
T0000747,2022-07-21,P048580,S001,C001605,3,0.1,0
T0000748,2022-04-28,P037492,S004,C015346,4,0.3,0
T0000755,2022-02-25,P017687,S001,C006303,3,0.3,0
T0000756,2022-10-09,P031865,S004,C006848,2,0.2,0
T0000757,2022-03-29,P000253,S005,C010407,2,0.1,0
T0000769,2022-05-20,P010312,S004,C004788,3,0.0,0
T0000774,2022-11-26,P042232,S001,C022308,2,0.1,0
T0000775,2022-08-09,P004825,S003,C022653,3,0.1,0
T0000781,2022-07-23,P036298,S004,C013061,4,0.0,0
T0000784,2022-08-09,P035256,S005,C008130,3,,0
T0000786,2022-12-23,P002784,S004,C015268,1,0.1,0
T0000792,2022-06-25,P009896,S001,C000962,2,,0
T0000797,2022-10-30,P033480,S003,C010695,4,0.0,1
T0000798,2022-05-23,P017021,S004,C024336,4,0.1,0
T0000801,2022-07-02,P035893,S003,C019066,3,0.1,0
T0000805,2022-08-30,P023952,S001,C019149,2,0.1,0
T0000806,2022-07-10,P016284,S002,C018232,1,0.2,0
T0000815,2022-12-03,P036768,S004,C017278,1,0.0,0
T0000816,2022-09-19,P042626,S003,C007876,2,0.2,0
T0000820,2022-06-19,P047421,S001,C007616,1,0.3,0
T0000833,2022-02-23,P045458,S003,C012489,4,0.0,0
T0000839,2022-04-29,P017728,S003,C014101,1,0.1,0
T0000840,2022-04-14,P008773,S003,C003530,1,0.1,0
T0000843,2022-08-12,P005968,S001,C013589,3,0.0,0
T0000844,2022-05-01,P026562,S003,C012076,3,0.0,0
T0000848,2022-05-10,P999999,S003,C018177,3,0.0,0
T0000849,2022-03-08,P009141,S005,C008388,3,0.0,0
T0000858,2022-02-18,P027887,S005,C014745,1,0.0,0
T0000859,2022-09-03,P016838,S003,C007755,1,0.0,0
T0000864,2022-03-09,P002080,S003,C003967,1,0.0,0
T0000868,2022-05-08,P024439,S001,C019249,3,0.2,0
T0000876,2022-09-26,P027315,S004,C024426,1,0.1,0
T0000879,2022-06-11,P015542,S002,C016871,4,0.0,0
T0000880,2022-09-21,P048414,S002,C008039,1,0.2,0
T0000882,2022-03-07,P018826,S003,C013727,1,0.0,0
T0000887,2022-04-08,P024493,S001,C007742,1,0.0,0
T0000891,2022-08-15,P036976,S001,C000073,1,0.1,0
T0000894,2022-12-29,P005454,S004,C018140,1,0.0,0
T0000896,2022-03-17,P011595,S999,C005681,2,0.1,0
T0000903,2022-05-27,P015879,S004,,2,0.0,1
T0000906,2022-08-03,P012500,S003,C002567,3,0.1,0
T0000910,2022-02-15,P047504,S004,C017873,3,0.0,0
T0000913,2022-07-20,P031222,S001,C010418,3,0.0,0
T0000918,2022-02-15,P034315,S004,C022169,3,0.1,0
T0000922,2022-05-13,P008676,S005,C021712,2,0.0,0
T0000926,2022-08-21,P047277,S002,C023355,2,0.0,0
T0000948,2022-08-27,P038698,S002,C004480,2,0.0,0
T0000953,2022-08-10,P035929,S004,C008601,1,0.0,0
T0000957,2022-01-25,P035360,S004,C022332,1,0.3,0
T0000974,2022-02-07,P015495,S003,C012027,4,0.3,1
T0000975,2022-03-23,P042008,S004,C000769,1,0.0,0
T0000998,2022-12-27,P046629,S004,C011217,3,0.2,0
T0000999,2022-05-27,P001153,S005,,1,0.0,0
T0001001,2022-01-28,P043900,S001,C009172,2,0.1,0
T0001003,2022-11-02,P011519,S005,C020837,4,0.0,0
T0001008,2022-05-10,P041490,S004,C022057,2,0.0,0
T0001010,2022-09-30,P036517,S001,C006248,1,0.2,0
T0001012,2022-06-06,P002144,S004,C014239,1,0.1,0
T0001013,2022-01-11,P026784,S005,C017977,3,,0
T0001017,2022-07-30,P012360,S002,C002670,1,0.1,0
T0001020,2022-06-10,P006579,S001,C011642,4,0.3,0
T0001023,2022-12-04,P040594,S004,C013928,3,0.0,0
T0001030,2022-09-17,P032163,S003,C011746,1,0.0,0
T0001031,2022-08-10,P045019,S005,C004637,4,0.0,0
T0001032,2022-06-11,P044254,S999,C018461,4,0.0,0
T0001044,2022-07-12,P009696,S005,C017864,1,0.0,1
T0001047,2022-08-09,P001826,S003,C017115,2,0.0,0
T0001051,2022-02-15,P014210,S004,C005425,1,0.0,0
T0001054,2022-10-09,P025776,S003,C009551,1,0.0,0
T0001058,2022-09-25,P015894,S004,C020615,4,0.0,0
T0001072,2022-11-24,P016410,S005,,3,0.0,0
T0001077,2022-04-12,P024097,S004,C011161,3,0.0,0
T0001078,2022-09-27,P009568,S005,C018313,1,0.1,0
T0001083,2022-09-02,P015696,S002,C012393,2,0.0,1
T0001086,2022-10-02,P043342,S003,C012451,2,0.0,0
T0001087,2022-07-06,P001803,S002,C003009,1,0.2,0
T0001093,2022-04-08,P006987,S004,C002355,4,0.2,0
T0001099,2022-01-25,P029467,S002,C003530,4,,0
T0001100,2022-08-27,P039984,S002,C004398,4,0.2,0
T0001102,2022-12-23,P004582,S003,C018421,3,0.0,0
T0001104,2022-05-21,P010413,S002,C016392,2,0.0,0
T0001110,2022-07-18,P009151,S002,C002816,1,0.0,0
T0001128,2022-09-18,P044387,S005,C004037,1,0.1,0
T0001133,2022-12-10,P029356,S005,C000846,2,0.0,0
T0001141,2022-01-09,P020460,S005,,2,0.0,0
T0001146,2022-12-29,P044801,S004,,4,0.0,0
T0001158,2022-10-02,P010337,S005,C013314,1,0.1,0
T0001164,2022-08-19,P008262,S003,C010095,4,0.2,0
T0001165,2022-09-07,P043103,S004,C021470,1,0.0,1
T0001166,2022-06-21,P024322,S005,C007334,3,0.2,0
T0001172,2022-09-05,P042073,S005,C006658,3,0.0,0
T0001176,2022-03-31,P042886,S003,C006683,3,0.1,0
T0001177,2022-10-04,P028181,S004,C012059,1,0.2,0
T0001193,2022-05-02,P015480,S005,C024270,2,0.0,1
T0001200,2022-12-06,P049976,S004,C020658,2,0.0,0
T0001201,2022-02-18,P033409,S003,C020794,3,0.0,0
T0001202,2022-07-11,P040138,S005,C016216,2,0.0,0
T0001203,2022-06-25,P022061,S003,C024423,1,0.0,0
T0001207,2022-05-28,P040547,S002,C000182,1,0.1,0
T0001229,2022-04-16,P030854,S002,C002335,4,0.0,0
T0001230,2022-07-11,P006369,S004,C022211,4,0.1,0
T0001233,2022-08-20,P019932,S001,C011069,3,0.1,1
T0001242,2022-07-18,P047867,S003,C006228,1,0.0,0
T0001254,2022-05-20,P021709,S001,C007705,1,0.0,0
T0001273,2022-06-18,P045821,S002,C016590,1,0.1,0
T0001275,2022-08-17,P024668,S001,C004835,3,0.1,0
T0001279,2022-04-04,P000903,S005,C014560,1,0.0,0
T0001281,2022-10-21,P045480,S004,C018870,3,0.0,0
T0001283,2022-10-08,P007263,S002,C002968,1,0.0,0
T0001284,2022-06-15,P030185,S005,,1,0.0,0
T0001289,2022-06-03,P007169,S004,C019850,4,0.0,0
T0001312,2022-08-21,P039698,S002,C014299,3,0.2,0
T0001313,2022-11-28,P046735,S004,C020343,4,0.1,0
T0001315,2022-06-24,P006809,S003,C009361,2,0.0,0
T0001319,2022-06-11,P012944,S001,C015999,3,0.1,0
T0001322,2022-10-04,P014427,S004,C016845,1,,0
T0001324,2022-08-20,P009662,S004,C021278,1,0.0,0
T0001326,2022-04-16,P042418,S001,C015128,4,0.0,0
T0001334,2022-04-23,P012389,S005,C000387,4,0.0,0
T0001336,2022-10-11,P024901,S005,C015017,4,0.2,0
T0001339,2022-03-31,P029676,S003,C015354,2,0.0,0
T0001344,2022-07-20,P005503,S003,C016080,3,0.0,0
T0001351,2022-04-07,P008426,S003,C008376,1,0.1,0
T0001353,2022-11-19,P046444,S005,C017109,1,0.0,0
T0001359,2022-08-04,P007080,S003,C013408,4,0.1,0
T0001360,2022-04-26,P036608,S003,C002197,3,0.0,0
T0001363,2022-11-27,P040904,S004,C009733,1,0.1,0
T0001364,2022-01-10,P013919,S004,C006750,2,0.3,0
T0001367,2022-10-17,P034081,S002,C010952,2,0.2,0
T0001369,2022-06-24,P005722,S004,C023846,1,0.1,1
T0001377,2022-06-16,P012488,S001,C013792,3,0.0,0
T0001380,2022-09-19,P000886,S999,C009607,3,0.2,0
T0001393,2022-04-15,P005260,S003,C000574,3,0.1,0
T0001398,2022-08-03,P042694,S003,C015378,2,,0
T0001403,2022-10-17,P027049,S005,C023909,3,0.2,0
T0001406,2022-11-08,P047496,S001,C000336,1,0.0,0
T0001409,2022-04-30,P017253,S004,C007476,2,,0
T0001411,2022-09-15,P036788,S004,C015857,1,,0
T0001412,2022-08-25,P037055,S005,C016786,2,0.0,0
T0001414,2022-07-24,P018133,S005,C013384,2,0.2,0
T0001417,2022-02-24,P045276,S005,C021349,3,0.0,1
T0001420,2022-11-06,P022954,S001,C000501,4,,0
T0001430,2022-04-29,P005276,S001,C010237,1,0.1,0
T0001433,2022-11-05,P019313,S002,C015375,1,0.0,0
T0001444,2022-09-29,P012236,S003,C002774,2,,0
T0001447,2022-07-03,P040755,S001,C001744,4,0.2,0
T0001449,2022-09-18,P046418,S005,C020043,4,0.0,0
T0001455,2022-02-11,P047081,S005,C000695,3,0.0,0
T0001456,2022-07-21,P003317,S003,C017612,2,,0
T0001463,2022-02-23,P001924,S004,C002896,4,0.0,0
T0001467,2022-04-21,P008335,S004,C001626,4,0.0,0
T0001471,2022-08-26,P999999,S003,C023479,1,0.0,0
T0001474,2022-02-19,P014494,S005,C023454,1,0.1,0
T0001475,2022-03-01,P044793,S004,C023476,4,0.2,0
T0001481,2022-10-11,P031013,S001,C006257,1,0.0,0
T0001484,2022-10-25,P034318,S005,C007495,2,0.0,0
T0001491,2022-06-20,P036706,S005,C009507,3,0.1,0
T0001493,2022-12-13,P049023,S001,C001883,4,0.2,0
T0001494,2022-07-24,P027977,S003,C020568,4,0.0,0
T0001498,2022-04-19,P047956,S001,C020039,4,0.0,0
T0001503,2022-08-19,P046447,S005,C019613,4,0.0,0
T0001509,2022-03-25,P002442,S001,C012797,2,0.1,0
T0001517,2022-12-28,P007807,S005,C004060,4,0.1,0
T0001518,2022-02-17,P002046,S001,C003249,1,0.0,0
T0001524,2022-09-26,P005211,S004,C006312,1,0.0,0
T0001537,2022-06-07,P008547,S003,C022510,4,0.1,0
T0001544,2022-06-27,P037199,S003,C003251,4,0.0,0
T0001554,2022-01-04,P035992,S001,C008278,1,0.0,0
T0001555,2022-02-06,P005927,S005,C018596,2,0.1,1
T0001556,2022-06-01,P999999,S005,C018164,3,0.0,0
T0001559,2022-12-23,P024775,S003,C021397,1,0.0,0
T0001560,2022-04-23,P013267,S002,C014184,2,0.0,0
T0001570,2022-02-22,P015135,S005,C023549,2,0.2,0
T0001574,2022-10-16,P028534,S001,C020996,3,0.1,0
T0001578,2022-08-02,P048915,S005,C022278,2,0.0,0
T0001581,2022-07-30,P015331,S002,C023067,2,0.2,0
T0001586,2022-08-10,P022362,S001,C022906,3,0.0,0
T0001592,2022-06-23,P018475,S005,C019879,4,0.0,0
T0001597,2022-05-18,P002226,S003,C022430,1,0.1,0
T0001600,2022-07-24,P022259,S005,C004089,2,0.0,0
T0001604,2022-02-26,P022352,S005,C023298,2,0.1,0
T0001606,2022-09-16,P009575,S002,,1,0.3,0
T0001609,2022-02-20,P024504,S003,C002642,3,0.0,0
T0001611,2022-01-05,P041113,S001,C006179,4,0.1,0
T0001619,2022-03-21,P034087,S001,C022674,4,0.0,0
T0001630,2022-10-14,P037499,S002,C016176,2,0.0,0
T0001659,2022-06-21,P046429,S002,C024212,4,0.0,0
T0001662,2022-01-17,P004731,S005,C019128,4,0.1,1
T0001669,2022-04-30,P030184,S003,C017422,1,,0
T0001676,2022-01-19,P002271,S004,C019602,3,0.0,0
T0001677,2022-12-23,P041832,S003,C009274,1,0.3,0
T0001678,2022-10-24,P018870,S005,C017136,3,0.1,0
T0001684,2022-09-13,P040953,S004,C023785,3,0.1,0
T0001692,2022-08-17,P025493,S004,C004426,4,0.0,0
T0001701,2022-03-24,P039242,S005,C005623,4,0.0,0
T0001705,2022-01-19,P035461,S001,C005334,3,0.0,0
T0001708,2022-03-19,P049782,S003,C000179,2,0.0,0
T0001713,2022-07-20,P003362,S004,C011798,3,0.0,0
T0001714,2022-01-24,P042692,S003,C020803,3,0.3,0
T0001720,2022-02-19,P026295,S004,C005379,2,0.0,0
T0001723,2022-01-30,P016102,S004,C022771,3,0.1,0
T0001727,2022-08-23,P019967,S005,C024794,3,0.0,0
T0001739,2022-08-08,P021623,S005,C024683,3,0.2,1
T0001743,2022-04-16,P013155,S005,C004027,1,0.0,0
T0001749,2022-10-05,P037884,S001,C001572,3,0.0,0
T0001756,2022-03-06,P048866,S001,C007787,1,0.0,0
T0001757,2022-07-18,P013973,S003,C021563,2,0.0,0
T0001758,2022-01-29,P008869,S002,C018716,1,0.0,1
T0001763,2022-05-08,P021369,S002,C003896,4,0.0,0
T0001769,2022-04-29,P046221,S003,C024105,2,0.0,0
T0001773,2022-09-29,P022317,S002,C009816,3,0.0,0
T0001775,2022-04-15,P013773,S001,C005357,4,0.1,0
T0001779,2022-01-28,P010021,S003,C017619,4,0.0,0
T0001781,2022-06-27,P003539,S003,C013591,1,0.3,0
T0001782,2022-06-29,P042281,S005,C005404,1,0.0,0
T0001785,2022-01-12,P013294,S002,C019896,2,0.0,0
T0001788,2022-01-22,P049650,S002,C006790,2,0.0,0
T0001791,2022-01-04,P014497,S002,C003095,4,0.0,0
T0001793,2022-03-26,P027020,S002,C005607,3,0.1,0
T0001799,2022-07-20,P001246,S001,C003261,3,0.0,0
T0001845,2022-01-03,P003456,S003,C005968,1,0.0,0
T0001857,2022-05-12,P031648,S002,C003572,4,0.0,0
T0001858,2022-12-13,P036405,S003,C014279,2,0.0,1
T0001862,2022-09-02,P015719,S002,C014312,3,0.1,0
T0001863,2022-07-07,P015746,S004,C016806,4,0.0,0
T0001865,2022-01-11,P026641,S003,C018646,3,,0
T0001866,2022-11-17,P033564,S005,C015518,1,0.0,0
T0001869,2022-07-14,P034415,S005,C007459,1,0.2,0
T0001870,2022-10-28,P028895,S003,C005050,1,0.0,1
T0001878,2022-12-03,P012970,S005,,3,0.0,0
T0001880,2022-07-27,P013706,S003,C017549,2,0.0,0
T0001884,2022-09-07,P008942,S001,C022134,4,0.0,0
T0001886,2022-04-02,P032503,S001,C000668,1,0.2,0
T0001887,2022-05-23,P045803,S003,C011890,4,,1
T0001890,2022-10-01,P030417,S004,C012029,2,0.1,0
T0001892,2022-06-27,P047249,S001,C003975,4,0.1,1
T0001907,2022-02-19,P045514,S004,C003292,2,0.1,0
T0001909,2022-12-22,P015659,S005,C008315,1,0.1,0
T0001911,2022-07-18,P047600,S005,C001036,2,0.0,1
T0001912,2022-11-01,P003489,S004,C009970,1,0.1,1
T0001914,2022-05-31,P004694,S003,C003507,2,0.3,0
T0001928,2022-05-30,P032899,S003,C014576,1,0.1,0
T0001929,2022-07-13,P020593,S002,C013674,1,0.0,0
T0001932,2022-04-27,P030913,S004,C001398,4,,0
T0001935,2022-07-17,P030575,S004,C012629,4,0.2,0
T0001936,2022-03-27,P042719,S005,C015996,2,0.1,0
T0001937,2022-05-01,P024264,S005,C011722,1,0.1,0
T0001941,2022-05-24,P041052,S004,C023027,2,,0
T0001945,2022-02-05,P027611,S005,C007885,2,0.0,0
T0001948,2022-08-29,P037585,S001,C023084,2,0.0,1
T0001954,2022-06-03,P046459,S004,C019163,2,0.0,0
T0001958,2022-02-02,P029151,S002,C020099,4,0.0,0
T0001969,2022-04-21,P023114,S003,C015013,3,0.0,0
T0001974,2022-05-16,P002425,S002,C020744,1,0.0,0
T0001984,2022-11-05,P027447,S004,C010855,3,0.0,0
T0001988,2022-09-14,P000410,S001,C016862,2,0.3,0
T0001995,2022-01-22,P035247,S003,C000527,1,0.0,0
T0002002,2022-05-28,P020049,S001,C011451,2,0.3,0
T0002032,2022-03-31,P026353,S002,C020688,2,0.0,0
T0002040,2022-12-22,P017701,S002,C015292,4,0.0,0
T0002042,2022-02-09,P047189,S002,C004700,3,0.3,0
T0002043,2022-05-09,P030160,S003,C005700,4,0.2,0
T0002044,2022-07-18,P014819,S005,C005388,2,0.0,0
T0002047,2022-01-27,P034581,S001,C012249,3,0.0,1
T0002065,2022-06-26,P049500,S002,C013901,1,0.0,0
T0002067,2022-05-18,P999999,S003,C015332,1,0.2,0
T0002068,2022-09-21,P012829,S003,C015970,3,0.0,0
T0002070,2022-06-24,P003887,S001,C012495,4,0.0,0
T0002071,2022-04-28,P028393,S004,C007768,2,0.1,0
T0002075,2022-11-15,P012035,S004,C021791,1,0.2,1
T0002078,2022-05-30,P018895,S002,C002120,3,,0
T0002084,2022-09-23,P027839,S005,C001256,1,0.0,0
T0002085,2022-12-15,P042757,S002,C018803,2,0.0,0
T0002090,2022-03-20,P027592,S005,C005882,1,0.0,0
T0002105,2022-10-15,P032314,S005,C015334,3,0.1,0
T0002107,2022-05-31,P041278,S003,C015807,4,0.1,0
T0002110,2022-02-17,P005342,S001,C003963,4,0.1,0
T0002111,2022-12-26,P014887,S003,C008806,1,0.0,0
T0002114,2022-10-21,P005672,S005,C019921,4,0.3,0
T0002121,2022-03-24,P002192,S004,,4,0.0,0
T0002125,2022-06-12,P005842,S001,C001647,2,0.1,0
T0002127,2022-07-30,P038256,S004,C019980,4,0.1,0
T0002132,2022-05-29,P036530,S005,C018770,1,0.0,0
T0002134,2022-04-08,P000134,S001,C003789,4,0.3,0
T0002137,2022-05-05,P037113,S001,C015825,4,0.0,0
T0002140,2022-04-09,P028850,S003,C001247,2,,1
T0002146,2022-07-31,P011222,S002,C009831,3,0.0,0
T0002149,2022-01-11,P005087,S001,C013220,1,0.1,0
T0002151,2022-06-13,P036926,S004,C000724,1,0.0,0
T0002155,2022-06-11,P011264,S003,C003201,1,0.0,0
T0002157,2022-03-31,P045575,S005,C000483,4,0.0,0
T0002158,2022-12-09,P008435,S003,C021108,3,0.0,0
T0002160,2022-03-21,P013727,S004,C017387,3,0.1,0
T0002170,2022-11-11,P025866,S004,C008008,2,0.0,0
T0002173,2022-12-22,P028385,S004,C000460,1,0.0,0
T0002174,2022-11-10,P018624,S004,C019871,4,0.0,0
T0002199,2022-10-08,P016535,S005,C023445,3,0.0,1
T0002200,2022-08-08,P008714,S002,C006087,4,0.1,0
T0002205,2022-07-08,P032373,S001,C018489,3,0.2,0
T0002217,2022-06-19,P043225,S005,C024082,2,0.1,0
T0002219,2022-08-18,P022073,S002,C009144,2,0.0,0
T0002220,2022-06-24,P043207,S003,C004040,1,,1
T0002228,2022-11-05,P028902,S001,C001657,3,0.0,0
T0002231,2022-08-03,P019366,S002,C020573,4,0.0,0
T0002232,2022-07-14,P044399,S002,C022613,3,0.1,0
T0002235,2022-01-25,P029922,S002,C017271,2,0.0,0
T0002245,2022-11-04,P024543,S002,C021475,2,0.0,0
T0002246,2022-02-26,P024724,S005,C020088,4,0.0,0
T0002247,2022-08-05,P026415,S004,C009845,1,0.1,0
T0002253,2022-07-10,P006578,S005,C020710,3,0.1,0
T0002260,2022-09-01,P047282,S001,C012492,2,0.0,0
T0002261,2022-10-23,P000393,S002,C004330,3,0.0,1
T0002264,2022-07-11,P029023,S005,C016308,2,0.0,0
T0002271,2022-10-30,P045907,S001,C020518,3,0.2,0
T0002277,2022-06-15,P012888,S005,C017581,3,0.0,1
T0002278,2022-06-18,P027790,S002,C012426,3,,0
T0002279,2022-12-09,P018537,S002,C024281,2,0.0,0
T0002280,2022-12-06,P049717,S001,C006169,2,0.0,0
T0002283,2022-01-15,P026523,S001,C009373,2,0.0,0
T0002284,2022-02-02,P037678,S002,C024389,1,0.3,1
T0002286,2022-03-04,P044139,S001,C020050,1,0.0,0
T0002287,2022-04-17,P020604,S005,C001081,2,0.0,0
T0002302,2022-03-02,P000888,S002,C000570,2,0.0,0
T0002321,2022-03-13,P004604,S001,C021587,4,,0
T0002328,2022-02-10,P999999,S005,C006760,2,0.0,1
T0002339,2022-12-14,P046430,S004,C020263,4,0.0,0
